GENE	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	KO	PWY	Module	Module-Name	Module-Completeness	Metabolism	Metabolism-name	KO-name	EC	MAG	Condition
metabat2.megahit.33_6_26	6.009545401	-1.266562946	0.9022833003	-1.403730896	0.1603989986	0.4270896934	K03798	protein_families	No Module	-	-	1003	Glycosyltransferases  BR:ko01003\n	ftsH hflB; cell division protease FtsH	3.4.24.-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_6_29	7.052984029	-1.59307871	0.9110937131	-1.748534412	0.08037153229	0.2996641536	K20461	transporters	No Module	-	-			['nukG,', 'mcdG,', 'sboG;', 'lantibiotic', 'transport', 'system', 'permease', 'protein\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_6_6	94.97034523	-0.6909769059	0.4067362358	-1.698832917	0.0893506695	0.319500946	K01887		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_6_8	22.66422453	2.44062899	1.73925987	1.403257231	0.1605401468	0.4270896934	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_70_2	44.39574487	-0.7647263513	0.551671801	-1.386198008	0.1656864497	0.4358093459	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_26_11	29.78362891	2.436818105	0.5704266579	4.27	1.94e-05	0.0004731736328	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
vamb.spades.267_38_2	73.29434454	2.447572253	0.8703534021	2.81	0.004921015356	0.04820071451	K04072	,aminoacids,carbohydrate,carbohydrate,carbohydrate,lipid	No Module	-	-	,350,10,620,650,71	,Tyrosine  metabolism  ,Glycolysis  /  Gluconeogenesis  ,Pyruvate  metabolism  ,Butanoate  metabolism  ,Fatty  acid  degradation	adhE; acetaldehyde dehydrogenase / alcohol dehydrogenase	1.2.1.10,1.2.1.10	Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_72_2	10.14596314	0.8797177202	0.7038362798	1.249889705	0.2113398406	0.4939149834	K02385		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_73_3	101.3927049	-0.6743480443	0.382864754	-1.761321817	0.07818394945	0.2962240251	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.spades.267_39_18	41.66721122	2.453943332	0.6568944598	3.74	0.000187	0.003109369166	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.spades.25_32_7	19.99262486	2.460174316	0.818047346	3.007373996	0.002635153434	0.07189847354	K18350		M00652	Vancomycin resistance, D-Ala-D-Ser type	20					Symbiobacterium_sp._UNIPD15	AA+Ab
metabat2.megahit.33_74_4	15.35677196	-0.9086815865	0.5974412188	-1.520955632	0.1282709718	0.3810019724	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_1	25.5824613	1.041944223	0.56428557	1.846483906	0.0648219741	0.271516199	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.spades.222_2_123	8.222740836	2.46057087	0.8320554239	2.957219916	0.003104266289	0.07160507572	K01439	,aminoacids,protein_families,protein_families	M00016	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	66.66666667	30,010,031,003	,Lysine  biosynthesis  ,Glycosyltransferases  BR:ko01003\n,Glycosyltransferases  BR:ko01003\n	dapE; succinyl-diaminopimelate desuccinylase	3.5.1.18	Tepidimicrobiaceae_sp._UNIPD26	AA+Ab
metabat2.megahit.33_75_11	9.359226864	1.564221041	0.8755634	1.786530868	0.07401334383	0.2882263612	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_12	45.66291956	0.8361107933	0.4995969257	1.673570733	0.09421499438	0.3262154692	K07029	,lipid,lipid	No Module	-	-	561,564	,Glycerolipid  metabolism  ,Glycerophospholipid  metabolism	dagK; diacylglycerol kinase (ATP)	2.7.1.107	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_13	473.3804214	0.8100497191	0.4171835721	1.941710492	0.05217215782	0.2378353086	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_14	144.5304387	-0.4348949519	0.354365076	-1.227251164	0.2197282048	0.4996852674	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_3_27	74.83879467	2.472316738	0.5029964089	4.915177711	8.87e-07	3.66e-05	K00334,K18330,K22340	energy	M00144	NADH:quinone oxidoreductase, prokaryotes	0	190	Oxidative  phosphorylation	nuoE; NADH-quinone oxidoreductase subunit E	7.1.1.2	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.megahit.33_75_17	68.14026171	-1.426183957	0.5815915822	-2.452208734	0.01419822735	0.1056340237	K18890		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_9_12	10.67699202	2.472748759	0.853012114	2.898843661	0.003745416	0.04671914563	K09127	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr3;', 'CRISPR-associated', 'protein', 'Cmr3\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_22	20.46762665	-0.7893030355	0.5312206331	-1.485829025	0.1373243506	0.3959393021	K00858	cofactors_and_vitamins	No Module	-	-	760	Nicotinate  and  nicotinamide  metabolism	ppnK NADK; NAD+ kinase	2.7.1.23	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_41_49	22.2148086	2.47665032	0.8465769879	2.92548741	0.003439170918	0.04511762347	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.spades.267_60_30	27.08395985	2.492822734	0.9248528437	2.695372298	0.007031002307	0.06246146235	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
maxbin2.megahit.017_141_25	11.97684273	2.499040668	0.919978893	2.716410874	0.006599396117	0.06364750922	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD3	AA+Ab
metabat2.megahit.33_75_29	13.67645266	1.878366374	0.7749105746	2.423978244	0.01535152514	0.1099756016	K02443	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	['glpP;', 'glycerol', 'uptake', 'operon', 'antiterminator\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_3	39.95382506	0.5770211086	0.4655196622	1.23952038	0.2151528461	0.4968275538	K07777		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_35	40.60190778	-1.100562186	0.5245922641	-2.097938268	0.035910599	0.1885329131	K06147		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_39	37.47085504	-0.8160352608	0.5663751129	-1.440803528	0.1496401965	0.4148698786	K16899	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	addB; ATP-dependent helicase/nuclease subunit B	5.6.2.4,5.6.2.4	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_40	28.44379041	-0.8415702059	0.6453258147	-1.304101257	0.1921990605	0.4721353593	K01207	carbohydrate	No Module	-	-	520	Amino  sugar  and  nucleotide  sugar  metabolism	nagZ; beta-N-acetylhexosaminidase	3.2.1.52	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_41	183.3162393	-0.8109679858	0.515063529	-1.574500892	0.1153716955	0.3636113946	K01425	,aminoacids,aminoacids,aminoacids	No Module	-	-	250,220,470	,Alanine   aspartate  and  glutamate  metabolism  ,Arginine  biosynthesis  ,D-Amino  acid  metabolism	glsA GLS; glutaminase	3.5.1.2	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_45	55.13783119	1.163493062	0.4577311361	2.541870041	0.01102611623	0.09294706011	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_46	14.23251812	1.697060504	0.67765065	2.504329487	0.01226837248	0.09791374081	K06183		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_48	27.70331932	0.8636924459	0.4901631229	1.762051051	0.07806067244	0.2962240251	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_49	102.4691415	0.9097338448	0.3880625374	2.344297007	0.01906298427	0.1270260444	K07139	noPWY	No Module	-	-	99997	Function  unknown\n	['K07139;', 'uncharacterized', 'protein\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_52	90.40089902	-0.5117467124	0.3761306069	-1.360555889	0.1736540795	0.4477885907	K01270	,aminoacids,protein_families	No Module	-	-	4,801,003	,Glutathione  metabolism  ,Glycosyltransferases  BR:ko01003\n	pepD; dipeptidase D	3.4.13.-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_54	3.026637353	-1.716336668	1.362222253	-1.25995348	0.2076861445	0.4890014278	K04068	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	nrdG; anaerobic ribonucleoside-triphosphate reductase activating protein	1.97.1.4	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_55	21.16004157	-0.8302397889	0.6505389669	-1.276233756	0.2018728994	0.4820605414	K21636	,nucleotide,nucleotide	M00053	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	63	230,240	,Purine  metabolism  ,Pyrimidine  metabolism	nrdD; ribonucleoside-triphosphate reductase (formate)	1.1.98.6	Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.spades.222_43_16	13.15936552	2.519885958	0.6910217403	3.646608798	0.0002657239973	0.01149256288	-		No Module	-	-					Tepidimicrobiaceae_sp._UNIPD26	AA+Ab
metabat2.megahit.33_75_6	73.29257807	-0.884051487	0.3674745828	-2.405748665	0.01613936398	0.1121739238	K01468	aminoacids	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	100	340	Histidine  metabolism	hutI AMDHD1; imidazolonepropionase	3.5.2.7	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_4_29	8.648490062	2.525456437	0.945568486	2.670833974	0.00756630606	0.07251907041	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
vamb.spades.267_16_15	50.20083651	2.552082184	0.7655795925	3.333529536	0.0008575156663	0.01213225869	K13993		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_9_11	20.37587435	2.555489823	0.6669554647	3.831574908	0.000127325595	0.003470862647	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_3_29	14.64785136	2.559051395	0.8521552581	3.003034213	0.002673023796	0.02169550639	K17992	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	hndB; NADP-reducing hydrogenase subunit HndB	1.12.1.3	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.megahit.33_75_64	52.43198501	1.55635601	0.6938792358	2.242978215	0.02489821935	0.1514822099	K03704	genetic_information_processing	No Module	-	-	99973	Transcription\n	['cspA;', 'cold', 'shock', 'protein\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_65	604.3535561	-0.6818334333	0.5242268384	-1.300645796	0.1933797239	0.4728170717	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_68	3.822386285	-2.043128246	1.205347785	-1.695052889	0.09006538816	0.3207251481	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_9_14	10.74996815	2.561638771	0.8069735673	3.17	0.001501582361	0.02521457101	K07061	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['cmr1;', 'CRISPR-associated', 'protein', 'Cmr1\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_7	33.7771321	-0.8557541764	0.4513131829	-1.896142654	0.05794118369	0.2555507782	K00603	,cofactors_and_vitamins,aminoacids	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	100	670,340	,One  carbon  pool  by  folate  ,Histidine  metabolism	fctD; glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase	2.1.2.5,2.1.2.5	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_81	3.366825361	-2.825084571	1.285701499	-2.197309852	0.02799832455	0.1596969653	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_75_9	47.494747	-1.599509231	0.7829868909	-2.042830154	0.04106925448	0.2035020128	K01745	aminoacids	M00045	Histidine degradation, histidine => N-formiminoglutamate => glutamate	100	340	Histidine  metabolism	hutH HAL; histidine ammonia-lyase	4.3.1.3	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_14_19	252.9781135	2.584056737	0.6464472829	3.99732013	6.41e-05	0.001294726092	K00701	carbohydrate	No Module	-	-	500	Starch  and  sucrose  metabolism	cgt; cyclomaltodextrin glucanotransferase	2.4.1.19	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.megahit.33_76_2	7.108578187	-1.330849712	0.8929669847	-1.490368328	0.1361274154	0.394112338	K00936		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_12_83	23.76869123	2.58483901	0.9832635257	2.628836464	0.008567755197	0.04943132411	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.megahit.33_76_5	379.3411316	-0.4698696787	0.3532454941	-1.330150523	0.1834686821	0.4624879055	K01823		M00095,M00096,M00364,M00365,M00366,M00367,M00849	C5 isoprenoid biosynthesis, mevalonate pathway,C5 isoprenoid biosynthesis, non-mevalonate pathway,C10-C20 isoprenoid biosynthesis, bacteria,C10-C20 isoprenoid biosynthesis, archaea,C10-C20 isoprenoid biosynthesis, plants,C10-C20 isoprenoid biosynthesis, non-plant eukaryotes,C5 isoprenoid biosynthesis, mevalonate pathway, archaea	28.57142857142857,75.0,100.0,50.0,50.0,33.33333333333333,28.57142857142857					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_76_7	67.32051515	-3.270884546	1.522719488	-2.148054564	0.03170942112	0.1731338492	K11041		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_76_9	964.9033632	-0.6245038979	0.4739499724	-1.317657842	0.1876182131	0.4666002717	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_11	48.09020247	0.8800848051	0.4540177973	1.938436798	0.05256995466	0.2388405516	K02446	,energy,energy,carbohydrate,carbohydrate,carbohydrate	M00003,M00165,M00167,M00611,M00612	Gluconeogenesis, oxaloacetate => fructose-6P,Reductive pentose phosphate cycle (Calvin cycle),Reductive pentose phosphate cycle, glyceraldehyde-3P => ribulose-5P,Oxygenic_photosynthesis_in_plants_and_cyanobacteria,Anoxygenic_photosynthesis_in_purple_bacteria	100.0,72.72727272727273,85.71428571428571,66.66666666666666,66.66666666666666	,710,680,10,30,51	,Carbon  fixation  in  photosynthetic  organisms  ,Methane  metabolism  ,Glycolysis  /  Gluconeogenesis  ,Pentose  phosphate  pathway  ,Fructose  and  mannose  metabolism	glpX; fructose-16-bisphosphatase II	3.1.3.11	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_12	51.88165083	0.7680903697	0.4310175752	1.782039559	0.07474278092	0.2894558988	K03628	Folding_sorting_degradation	No Module	-	-	3018	RNA  degradation	['rho;', 'transcription', 'termination', 'factor', 'Rho\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_13	49.20726504	-0.8866504303	0.4145948553	-2.138594869	0.03246849342	0.175196318	K02909	genetic_information_processing	No Module	-	-	3010	Ribosome	['RP-L31,', 'rpmE;', 'large', 'subunit', 'ribosomal', 'protein', 'L31\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_14	221.8943064	-0.7159128621	0.3433021607	-2.085372433	0.03703550713	0.1914717474	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_15	73.72089796	-0.5801704147	0.4228302487	-1.372111897	0.1700286064	0.4406049936	K02493		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_16	66.85752183	-0.7873380433	0.3923776555	-2.006582261	0.04479416167	0.2142370333	K07240	transporters	No Module	-	-			['chrA;', 'chromate', 'transporter\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_18	93.53918194	-0.5831948386	0.360915554	-1.615876157	0.1061210915	0.3432175209	K02835		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_2	24.56015218	1.334760849	0.6533544073	2.042935402	0.04105883318	0.2035020128	K18014	aminoacids	No Module	-	-	310	Lysine  degradation	kal; 3-aminobutyryl-CoA ammonia-lyase	4.3.1.14	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_25	42.55115285	0.5579101961	0.444727572	1.254498779	0.2096607692	0.4917072119	K02851	protein_families	No Module	-	-	1003	Glycosyltransferases  BR:ko01003\n	wecA tagO rfe; UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase	2.7.8.33,2.7.8.33	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat1.spades.2_57_125	10.8783079	2.598085763	0.8610291272	3.017419134	0.002549370505	0.242615093	-		No Module	-	-					Bacteria_sp._UNIPD9	AA+Ab
metabat2.megahit.33_78_31	275.1364533	1.278194171	0.7650197413	1.670798938	0.09476139837	0.326281191	K00626	,aminoacids,aminoacids,aminoacids,energy,carbohydrate,carbohydrate,carbohydrate,lipid	M00088,M00095,M00373,M00374,M00375,M00849	Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone,C5 isoprenoid biosynthesis, mevalonate pathway,Ethylmalonyl pathway,Dicarboxylate-hydroxybutyrate cycle,Hydroxypropionate-hydroxybutylate cycle,C5 isoprenoid biosynthesis, mevalonate pathway, archaea	20.0,28.57142857142857,25.0,15.384615384615385,21.428571428571427,28.57142857142857	,280,310,380,720,620,630,650,71	,Valine   leucine  and  isoleucine  degradation  ,Lysine  degradation  ,Tryptophan  metabolism  ,Carbon  fixation  pathways  in  prokaryotes  ,Pyruvate  metabolism  ,Glyoxylate  and  dicarboxylate  metabolism  ,Butanoate  metabolism  ,Fatty  acid  degradation	ACAT atoB; acetyl-CoA C-acetyltransferase	2.3.1.9	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_32	201.8164252	0.6619671327	0.5403947687	1.224969543	0.2205866963	0.4998863427	K01034	,aminoacids,carbohydrate	No Module	-	-	310,650	,Lysine  degradation  ,Butanoate  metabolism	atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit	2.8.3.8,2.8.3.8	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_33	74.82672566	0.8009798286	0.4695169192	1.705965847	0.08801443862	0.3163395662	K01035	,aminoacids,carbohydrate	No Module	-	-	310,650	,Lysine  degradation  ,Butanoate  metabolism	atoA; acetate CoA/acetoacetate CoA-transferase beta subunit	2.8.3.8,2.8.3.8	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_60_56	25.131449	2.599307757	0.5788622281	4.490373755	7.11e-06	0.0004033387645	K02419		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.25_32_6	12.82388786	2.611803922	0.9818283563	2.660143095	0.007810745943	0.143120433	-		No Module	-	-					Symbiobacterium_sp._UNIPD15	AA+Ab
vamb.spades.267_21_4	17.63612749	2.614789636	0.9641982578	2.71	0.006690287822	0.06233390117	-		No Module	-	-					Tepidanaerobacteraceae_sp._UNIPD27	AA+Ab
metabat2.megahit.33_78_38	389.1493451	0.6037562372	0.3692471952	1.635100402	0.102028002	0.3363322619	K02119	energy	M00159	V/A-type ATPase, prokaryotes	0	190	Oxidative  phosphorylation	['ATPVC,', 'ntpC,', 'atpC;', 'V/A-type', 'H+/Na+-transporting', 'ATPase', 'subunit', 'C\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_21_10	9.696788016	2.621733692	0.817630442	3.206502055	0.001343593455	0.01364523805	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.megahit.33_78_40	300.005572	0.6823855892	0.4174084877	1.634814838	0.1020878693	0.3363322619	K02117	energy	M00159	V/A-type ATPase, prokaryotes	0	190	Oxidative  phosphorylation	ATPVA ntpA atpA; V/A-type H+/Na+-transporting ATPase subunit A	7.1.2.2,7.1.2.2	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_41	628.8502753	0.4173639138	0.3409795459	1.224014516	0.2209467515	0.4998863427	K02118	energy	M00159	V/A-type ATPase, prokaryotes	0	190	Oxidative  phosphorylation	['ATPVB,', 'ntpB,', 'atpB;', 'V/A-type', 'H+/Na+-transporting', 'ATPase', 'subunit', 'B\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_44	147.4381644	-0.4554236544	0.3170062643	-1.436639289	0.1508205137	0.4148698786	K00790	,glycan_biosynthesis,carbohydrate	No Module	-	-	550,520	,Peptidoglycan  biosynthesis  ,Amino  sugar  and  nucleotide  sugar  metabolism	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.5.1.7	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_48	28.99443847	1.412459441	0.5792768805	2.438314887	0.01475591408	0.107543971	K03569	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	['mreB;', 'rod', 'shape-determining', 'protein', 'MreB', 'and', 'related', 'proteins\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_8_28	28.97433692	2.62469079	0.7646120518	3.432709155	0.0005975827646	0.01217792449	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_5	15.366705	1.623970438	0.7832528071	2.073366891	0.03813814779	0.1944229971	K03315	transporters	No Module	-	-			['nhaC;', 'Na+:H+', 'antiporter,', 'NhaC', 'family\n']	-	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_54	72.99318859	-0.7089599364	0.4246016206	-1.669706148	0.09497751678	0.326281191	K00789	aminoacids	M00034,M00035,M00368,M00609	Methionine salvage pathway,Methionine degradation,Ethylene biosynthesis, methionine => ethylene,Cysteine biosynthesis, methionine => cysteine	54.54545454545454,25.0,33.33333333333333,16.666666666666664	270	Cysteine  and  methionine  metabolism	metK MAT; S-adenosylmethionine synthetase	2.5.1.6	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_55	280.0742047	-0.9903340463	0.4654317481	-2.127775018	0.03335574159	0.1772498775	K03581	geneticInformation	No Module	-	-	3400	DNA  repair  and  recombination  proteins  BR:ko03400\n	recD; exodeoxyribonuclease V alpha subunit	3.1.11.5	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_56	108.7052529	-1.611306116	0.6898779259	-2.335639474	0.01951003944	0.1283748363	K02242		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_41_151	60.35202531	2.641963457	0.4896158643	5.4	6.81e-08	8.94e-06	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_6	42.91492364	0.5152269339	0.4172785168	1.234731512	0.2169304441	0.4976360679	K03406		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_60	187.4159538	0.9839525301	0.5703729845	1.725103672	0.08450879084	0.3090312752	K02396		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_61	89.52789389	0.894008142	0.5878873309	1.5207134	0.1283317744	0.3810019724	K02396		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_78_7	5.560059821	1.576507946	0.9312392918	1.692913905	0.09047185614	0.3207251481	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_79_2	104.3545556	0.7848218792	0.5048473023	1.55457279	0.1200478484	0.3700153213	K06603		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_79_3	129.5386898	-0.5181655596	0.3324345276	-1.558699583	0.1190675005	0.3675333581	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_79_8	154.8504077	-0.5751254775	0.3452105946	-1.666013403	0.09571074491	0.3266615505	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_7_2	23.55657661	0.7105966906	0.511315088	1.389743247	0.1646068573	0.4340575295	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_7_3	3.750233341	1.477498643	1.203458587	1.227710416	0.219555695	0.4996852674	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.spades.15_9_5	71.83274316	2.644774741	0.4491227503	5.89	3.89e-09	3.74e-07	K10231	noPWY	No Module	-	-	99980	Enzymes  with  EC  numbers\n	kojP; kojibiose phosphorylase	2.4.1.230	Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
metabat2.megahit.33_8_10	4.538717481	1.590380862	1.018446868	1.561574699	0.1183882136	0.3669411501	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_8_11	46.30541986	0.745881019	0.4156210733	1.794617903	0.07271459877	0.2847536915	K01156,K07316	protein_familiies_signalling	No Module	-	-	2048	Prokaryotic  defense  system  BR:ko02048\n	res; type III restriction enzyme	3.1.21.5	Tissierellaceae_sp._UNIPD12	AA+Ab
metabat2.megahit.33_8_13	19.08973876	0.7492002005	0.5720889309	1.309586954	0.1903356041	0.4709427583	-		No Module	-	-					Tissierellaceae_sp._UNIPD12	AA+Ab
maxbin2.spades.001_1_1240	712.4969675	2.645697883	0.3002553844	8.811491887	1.23e-18	1.93e-15	K03622	genetic_information_processing	No Module	-	-	99973	Transcription\n	['ssh10b;', 'archaea-specific', 'DNA-binding', 'protein\n']	-	Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
metabat2.spades.18_7_19	876.266169	2.673131658	0.6332830763	4.221069152	2.43e-05	0.02537231909	K03088		No Module	-	-					Limnochordia_sp._UNIPD14	AA+Ab
metabat2.spades.15_3_143	1492.625859	2.675978511	0.3887044471	6.88	5.81e-12	1.68e-09	-		No Module	-	-					Caldanaerobacter_subterraneus_UNIPD13	AA+Ab
maxbin2.spades.001_1_704	30658.14704	2.677350339	0.4654728329	5.751893881	8.82e-09	1.06e-06	-		No Module	-	-					Methanothermobacter_thermautotrophicus_UNIPD4	AA+Ab
